ARTUR;АРТУР
MSHVENIYERADZE;МШВЕНИЕРАДЗЕ
GIA;ГИА
NADAREISHVILI;НАДАРЕИШВИЛИ
TOVMAS;ФОМА
NAZARBEKIAN;НАЗАРБЕКОВ
NAZAROV;НАЗАРОВ
LEMIK;ЛЕМИК
STEPANOS;СТЕПАНОС
NAZARIAN;НАЗАРЯН
NAMGALAURI;НАМГАЛАУРИ
NARIMANIDZE;НАРИМАНИДЗЕ
NATISHVILI;НАТИШВИЛИ
NEBIERIDZE;НЕБИЕРИДЗЕ
NEIKIRCH;НЕЙКИРХ
NEMIROVICH-DANCHENKO;НЕМИРОВИЧ-ДАНЧЕНКО
NEPRINTSEV;НЕПРИНЦЕВ
NERSISYAN;НЕРСЕСЯН
NEUJMIN;НЕУЙМИН
NEKHOROSHEV;НЕХОРОШЕВ
SOFIA;СОФИЯ
NIZHARADZE;НИЖАРАДЗЕ
NIKITIN;НИКИТИН
URUSOVA;НИКИТИНА
NOZADZE;НОЗАДЗЕ
MARIANNA;НОСОВА
IAZEPTCHIK;АЛЕКСАНДРОВНА
SERGE;СЕРГЕЙ
OBOLENSKY;ОБОЛЕНСКИЙ
AGHATON;АГАФОН
HOVNATANIAN;ОВНАТАНЯН
HOVNATANYAN;ОВНАТАНЯН
MKRTOUM;МКРТУМ
VASHA;ВАЖА
OKITASHVILI;ОКИТАШВИЛИ
OKROS;ОКРОСЦВАРИДЗЕ
ADAM;АДАМ
ONIKOV;ОНИКОВ
OSTROVSKY;ОСТРОВСКИЙ
OTIEVA;ОТИЕВА
PAATASHVILI;ПААТАШВИЛИ
PAVLOV;ПАВЛОВ
PAGAVA;ПАГАВА
PALAVANDISHVILI;ПАЛАВАНДИШВИЛИ
PALIBIN;ПАЛИБИН
ANI;АНИ
PALYAN;ПАЛЯН
PAPASHVILI;ПАПАШВИЛИ
PAPJAN;ПАПЯН
PARADZHANOV;ПАРАДЖАНОВ
PARRA;ПАРРА
PARTSVANIYA;ПАРЦВАНИЯ
PARTSKHALADZE;ПАРЦХАЛАДЗЕ
PATSATSIA;ПАЦАЦИЯ
PERTIA;ПЕРТИЯ
PESOV;ПЕСОВ
PETROV;ПЕТРОВ
PETROVA;ПЕТРОВА
RICZARD;РИЧАРД
PINKEL;ПИКЕЛЬ
PILIYEV;ПИЛИЕВ
PIRUMOV;ПИРУМОВ
GEORGES;ЖОРЖ
PITOEFF;ПИТОЕВ
LUDMILLA;ЛЮДМИЛА
PITOEFF;ПИТОЕВА
POLOLIKASHVILI;ПОЛОЛИКАШВИЛИ
POLTORATSKY;ПОЛТОРАЦКИЙ
POLULIAKHI;ПОЛУЛЯХ
POTSKHVERIA;ПОЦХВЕРИЯ
VALERIJA;ВАЛЕРИЯ
PROKOP;ПРОКОП
WRITER;ПРОХАНОВ
MARGARITA;МАРГАРИТА
PUSHKINA;ПУШКИНА
NORA;НОРА
PFEFFER;ПФЕФФЕР
VICTORIA;ВИКТОРИЯ
RAVVA;РАВВА
RAZUVAYEV;РАЗУВАЕВ
RAFAELIANTS;РАФАЭЛЯНЦ
RATSER;РАЦЕР
ANITA;АНИТА
RACHVELISHVILI;РАЧВЕЛИШВИЛИ
REMIZOVA;РЕМИЗОВА
SERAFIM;СЕРАФИМ
ROZHDESTVENSKIY;РОЖДЕСТВЕНСКИЙ
HIPPOLYTE;ИППОЛИТ
ROMANOV;РОМАНОВ
ROSSINSKIY;РОССИНСКИЙ
ROTINYAN;РОТИНЯН
RUBENOV;РУБЕНОВ
RUDAKOV;РУДАКОВ
RUDENKO;РУДЕНКО
ROUSTAM;РУСТАМ
RAZA;РАЗА
RUKHADZE;РУХАДЗЕ
RYKOV;РЫКОВ
SAAKASHVILI;СААКАШВИЛИ
ZINOVY;ЗИНОВИЙ
  SAGALOV;САГАЛОВ
SALAMBEKOV;САЛАМБЕКОВ
SANADZE;САНАДЗЕ
MOHSUN;МОВСУН
SANANI;САНАНИ
SARAJISHVILI;САРАДЖИШВИЛИ
IRINE;ИРИНА
SARISHVILI-CHANTURIA;САРИШВИЛИ-ЧАНТУРИЯ
SARKISOV;САРКИСОВ
SATINE;САТИНЕ
SVANIDZE;СВАНИДЗЕ
SWASSJAN;СВАСЬЯН
SVENTITSKII;СВЕНТИЦКИЙ
SEVEROVE;СЕВЕРОВ
SEYRANYAN;СЕЙРАНЯН
SEMAK;СЕМАК
SEMYONOV;СЕМЁНОВ
SERGEYEV;СЕРГЕЕВ
SERYOGIN;СЕРЁГИН
SIMONISHVILI;СИМОНИШВИЛИ
NODARI;НОДАРИ
SIMONIYA;СИМОНИЯ
MIKHEIL;МИХЕИЛ
TAMRIKO;ТАМАРА
SIPRASHVILI;СИПРАШВИЛИ
GUIVI;ГИВИ
SISSAOURI;СИСАУРИ
SIDOR;СИДОР
SLYUSAREV;СЛЮСАРЕВ
SOLONIN;СОЛОНИН
SOPHIE;СОФИ
VILLY;ВИЛЛИ
SOKHADZE;СОХАДЗЕ
SPANDARYAN;СПАНДАРЯН
SPANDERASHVILI;СПАНДЕРАШВИЛИ
SPEKTOR;СПЕКТОР
STISHINSKY;СТИШИНСКИЙ
STRIZHAKOV;СТРИЖАКОВ
GABRIEL;ГАБРИЕЛ
SUNDUKIAN;СУНДУКЯН
BOLESLAV;БОЛЕСЛАВ
TADEVOSYAN;ТАДЕВОСЯН
ADEL;АДЕЛЬ
TADEVOSSYAN;ТАДЕВОСЯН
SHARA;ШАРА
TALEAN;ТАЛЬЯН
TAMAMSHYAN;ТАМАМШЕВ
TAMAMSHYAN;ТАМАМШЯН
AKIM;АКИМ
TAMIROFF;ТАМИРОВ
TARSAIDZE;ТАРСАИДЗЕ
TARKHANOV;ТАРХАНОВ
TATIKYAN;ТАТИКЯН
NODIKO;НОДИКО
TEVDORADZE;ТЕВДОРАДЗЕ
TELINGATER;ТЕЛИНГАТЕР
TER-GHEVONDYAN;ТЕР-ГЕВОНДЯН
MICHAIL;МИХАИЛ
TER-MIKAELJAN;ТЕР-МИКАЕЛЯН
VARTAN;ВАРТАН
TER-OGANEZOV;ТЕР-ОГАНЕЗОВ
GEORGE;ГЕВОРК
TER-STEPANIAN;ТЕР-СТЕПАНЯН
TER-TADEVOSYAN;ТЕР-ТАДЕВОСЯН
ARSHAK;АРЗАС
TER-GUKASOV;ТЕРГУКАСОВ
HEGHINE;ЕЛЕНА
GHORGHANYAN;ТЕРЬЯН-КОРГАНОВА
TETRASHVILI;ТЕТРАШВИЛИ
EKATRINE;ЕКАТЕРИНА
TIKRADZE;ТИКАРАДЗЕ
TOGONIDZE;ТОГОНИДЗЕ
ILMAR;ИЛЬМАР
TOMSON;ТОМСОН
TONUNTS;ТОНУНЦ
KATY;КЕТИ
ALIMARDAN;АЛИМАРДАН-БЕК
KONSTANTIN;КОСТАНТИН
TATJANA;ТАТЬЯНА
TROIZKAJA;ТРОИЦКАЯ
TRONOV;ТРОНОВ
TUGUSHI;ТУГУШИ
TULASHVILI;ТУЛАШВИЛИ
TULKES;ТУЛЬКЕС
TUMANISHVILI-TSERETELI;ТУМАНИШВИЛИ-ЦЕРЕТЕЛИ
TUMANOV;ТУМАНОВ
TUNKINA;ТУНКИНА
TUTAKAYEV;ТУТАКАЕВ
UBILAVA;УБИЛАВА
UGREKHELIDZE;УГРЕХЕЛИДЗЕ
ZAAL;УДУМАШВИЛИ
UDUMASHVILI;ЗААЛ
ZAQAR;ЗАХАРИЙ
USOYAN;УСОЯН
USTIAN;УСТЯН
RAMILA;РАМИЛЯ
YUSUBOVA;УСУБОВА
GARRY;ГАРРИ
FAIF;ФАЙФ
CHRISTINA;ХРИСТИНА
THALASSINIDOU;ФАЛАСИНИДИ
AKOP;АКОП
FARADZHYAN;ФАРАДЖЯН
RAISA;РАИСА
FLORENSKAYA;ФЛОРЕНСКАЯ
KHABELOV;ХАБЕЛОВ
KHAGAGORTYAN;ХАГАГОРТЯН
KHAZARADZE;ХАЗАРАДЗЕ
DAVITI;ДАВИД
KHARAZISHVILI;ХАРАЗИШВИЛИ
AMO;АМО
KHARAZYAN;ХАРАЗЯН
KHATIASHVILI;ХАТИАШВИЛИ
KHATISIAN;ХАТИСОВ
GAYANE;ГАЯНЭ
KHACHATURIAN;ХАЧАТУРЯН
KETI;КЕТЕВАН
KHITIRI;ХИТИРИ
KHNKOYAN;ХНКОЯН
KHOJABEKYAN;ХОДЖАБЕГОВ
KHOJAVA;ХОДЖАВА
KHOKHASHVILI;ХОХАШВИЛИ
KHMIADASHVILI;ХУГАШВИЛИ
KARINE;КАРИНЕ
KHUDABASHYAN;ХУДАБАШЯН
THEIMURAZ;ТЕЙМУРАЗ
MARLEN;МАРЛЕН
KHUTSIEV;ХУЦИЕВ
TSEITLIN;ЦЕЙТЛИН
GIGI;ГИГИ
TSERTSVADZE;ЦЕРЦВАДЗЕ
TSINAMDZGVRISHVILI;ЦИНАМДЗГВРИШВИЛИ
TSISKARIDZE;ЦИСКАРИДЗЕ
TSIKHISELI;ЦИХИСЕЛИ
TSITSIASHVILI;ЦИЦИАШВИЛИ
TSKAROZIA;ЦКАРОЗИЯ
TSOTADZE;ЦОТАДЗЕ
CHALADZE;ЧАЛАДЗЕ
TCHAMTCHIAN;ЧАМЧИЯН
YUZEF;ЮЗЕФ
CHARSKI;ЧАРСКИЙ
CHAKHVADZE;ЧАХВАДЗЕ
VARLAM;ВАРЛААМ
CHERKEZISHVILI;ЧЕРКЕЗИШВИЛИ
CHECHELASHVILI;ЧЕЧЕЛАШВИЛИ
CHIBUKHCHIAN;ЧИБУХЧЯН
CHIZMADZHEV;ЧИЗМАДЖЕВ
CHIKADZE;ЧИКАДЗЕ
CHIKVAIDZE;ЧИКВАИДЗЕ
GEORGE;ДЖОРДЖ
CHILINGAR;ЧИЛИНГАР
MAKA;МАКА
CHICHUA;ЧИЧУА
CHKOIDZE;ЧКОИДЗЕ
NOZHERI;НОЖЕРИ
CHONISHVILI;ЧОНИШВИЛИ
CHUBINIDZE;ЧУБИНИДЗЕ
SHABUROV;ШАБУРОВ
SHAVLAKADZE;ШАВЛАКАДЗЕ
ABDULLA;АБДУЛЛА
SHAIG;ШАИГ
SHAYBON;ШАЙБОН
CHALIBASHVILI;ШАЛИБАШВИЛИ
SHALIKOV;ШАЛИКОВ
SHARASHENIDZE;ШАРАШЕНИДЗЕ
GREGORY;ГРИГОР
SHARBABCHYAN;ШАРБАБЧЯН
SALIDA;САЛИДА
SARIFOVA;ШАРИФОВА
SHARMAZANASHVILI;ШАРМАЗАНАШВИЛИ
CHATILOV;ШАТИЛОВ
SHATIROV;ШАТИРОВ
SHATIRYAN;ШАТИРЯН
SHAHUMYAN;ШАУМЯН
SAHSABAHLI;ШАХСАБАХЛЫ
SHASHKINI;ШАШКИН
SOPHIKO;СОФИКО
KONSTANTINOVNA;СВЕТЛАНА
SVETLANA;ШЕЙЧЕНКО
SERIKA;СЕРИКА
SHEKOYAN;ШЕКОЯН
AZAT;АЗАТ
SHERENTS;ШЕРЕНЦ
SHEKHTEL;ШЕХТЕЛЬ
SHILO;ШИЛО
SHIKHLINSKAYA;ШИХЛИНСКАЯ
SHISHOV;ШИШОВ
SHKININ;ШКИНИН
OSKAR;ОСКАР
SHOR;ШОР
IPPOLIT;ИППОЛИТ
SHPAZHINSKY;ШПАЖИНСКИЙ
SHUBIN;ШУБИН
SHCHELKIN;ЩЁЛКИН
MARIKO;МАРИКО
EDISHERASHVILI;ЭДИШЕРАШВИЛИ
EDGAR;ЭДГАР
ELBAKYAN;ЭЛБАКЯН
ELIBEKYAN;ЭЛИБЕКЯН
ELISASHVILI;ЭЛИСАШВИЛИ
ERADZE;ЭРАДЗЕ
RAUL-YURI;РАУЛЬ-ЮРИЙ
ERVIER;ЭРВЬЕ
ERN;ЭРН
YUDOVICH;ЮДОВИЧ
YUZBASHYAN;ЮЗБАШЯН
YUMASHEV;ЮМАШЕВ
JURIJS;ЮРИЙ
JUROVSKIS;ЮРОВСКИЙ
IAGORASHVILI;ЯГОРАШВИЛИ
JAZVINSKAJA;ЯЗВИНСКАЯ
YAKULOV;ЯКУЛОВ
ZIGMAS;ЗИГМАС
JANUSKEVICIUS;ЯНУШКЕВИЧУС
YATSKOVSKY;ЯЦКОВСКИЙ
APKHAZAVA;АПХАЗАВА
GEORGI;ГЕОРГИ
ARKANIA;АРКАНИА
BABUADZE;БАБУАДЗЕ
VACHIBERADZE;ВАЧИБЕРАДЗЕ
IURI;ЮРИЙ
GAMEZARDASHVILI;ГАМЕЗАРДАШВИЛИ
VALERIANE;ВАЛЕРИАНЕ
GVILIA;ГВИЛИЯ
GELENAVA;ГЕЛЕНАВА
IRAKLIY;ИРАКЛИЙ
GOGIASHVILI;ГОГИАШВИЛИ
GOGOLASHVILI;ГОГОЛАШВИЛИ
GRIGALAVA;ГРИГАЛАВА
TEDORE;ТЕДОРЕ
GUCHASHVILI;ГУЧАШВИЛИ
GEDEVAN;ГЕДЕВАН
DZHABNIDZE;ДЖАБНИДЗЕ
JGERENAIA;ДЖГЕРЕНАЯ
DZAGNIDZE;ДЗАГНИДЗЕ
DZAKHMISHEV;ДЗАХМИШЕВ
ZAALISHVILI;ЗААЛИШВИЛИ
IONANIDZE;ИОНАНИДЗЕ
VALERI;ВАЛЕРИЙ
QAZAISHVILI;КАЗАИШВИЛИ
KVIRKVELIA;КВЕРКВЕЛИЯ
KRASOVSKI;КРАСОВСКИЙ
MALANIYA;МАЛАНИЯ
MAMUCHASHVILI;МАМУЧАШВИЛИ
MACHUTADZE;МАЧУТАДЗЕ
MZHAVANADZE;МЖАВАНАДЗЕ
MIKATAUDZE;МИКАУТАДЗЕ
MUMLADZE;МУМЛАДЗЕ
NAKANI;НАКАНИ
NAREKLISHVILI;НАРЕКЛИШВИЛИ
ABAYOMI;АБАЙОМИ
SEUN;ОВОНИКОКО
PAPUNA;ПАПУНА
PONIAVA;ПОНИАВА
POPKHADZE;ПОПХАДЗЕ
REVAZISHVILI;РЕВАЗИШВИЛИ
SEPASHVILI;СЕПАШВИЛИ
SICHINAVA;СИТЧИНАВА
UJMAJURIDZE;УДЖМАДЖУРИДЗЕ
KHARAISHVILI;ХАРАИШВИЛИ
DEVIKO;ДЕВИКО
KHINCHAGOV;ХИНЧАГОВ
KHMELIDZE;ХМЕЛИДЗЕ
LUCAS;ЛУКАС
HUFNAGEL;ХУФНАГЕЛЬ
KHUCHUA;ХУЧУА
TSETSKHLADZE;ЦЕЦХЛАДЗЕ
CHIGOEV;ЧИГОЕВ
ENDELADZE;ЭНДЕЛАДЗЕ
BARNOVI;БАРНОВ
BENITO;БЕНИТО
BUACHIDZE;БУАЧИДЗЕ
VAKELI;ВАКЕЛИ
HAGIORITE;АФОНСКИЙ
MERCHULE;МЕРЧУЛЕ
JICHONAIA;ДЖИЧОНАЙЯ
RAFAIL;РАФАИЛ
DANIBEGASHVILI;ДАНИБЕГАШВИЛИ
EPHREM;ЕФРЕМ
MTSIRE;МАЛЫЙ
EGNATE;ИГНАТИЙ
NINOSHVILI;ИНГОРОКВА
KVITSARIDZE;КВИЦАРИДЗЕ
KREYTAN;КРЕЙТАН
KURKHULI;КУРХУЛИ
KUTATELIDZE;КУТАТЕЛИ
MEKOKISHVILI;МЕКОКИШВИЛИ
TAMTA;ТАМТА
MELASCHWILI;МЕЛАШВИЛИ
SULAVA;СУЛАВА
SILOVAN;CИЛОВАН
KHUNDADZE;ХУНДАДЗЕ
DANIEL;ДАНИЕЛ
CHONKADZE;ЧОНКАДЗЕ
PANTELEIMON;ПАНТЕЛЕЙМОН
